Well folks, looks like we have 539 reactions on our hands
+-------------------------------------------------+---------------+-----------------------------+--------------------+
|                   Reaction ID                   |   Reactant    |           Product           |    EGAT barrier    |
| RGNLCYKNGPYALI_to_UFHFLCQGNIYNRP-VZNKYYYANZLXLS |   O=CCC(O)O   |   O=C1C[C@@H](O)O1.[H][H]   | 72.03924560546875  |
| RGNLCYKNGPYALI_to_NUZFBZRITSUKTP-UFHFLCQGNIYNRP |   O=CCC(O)O   |      O=CCC1OO1.[H][H]       | 136.9894256591797  |
|        NUZFBZRITSUKTP_to_HBMVIKUHROZBFH         |   O=CCC1OO1   |         C1OC1C1OO1          | 86.48159790039062  |
|        NUZFBZRITSUKTP_to_UXKIFZHTEPIISG         |   O=CCC1OO1   |          C=COC1OO1          | 57.43145751953125  |
|        NUZFBZRITSUKTP_to_CWJDCGOKZKVGJP         |   O=CCC1OO1   |         CC(=O)C1OO1         | 81.59844207763672  |
| NUZFBZRITSUKTP_to_ASQQEOXYFGEFKQ-CCGKOQOJPYTBIH |   O=CCC1OO1   |         C1OO1.C=C=O         | 73.18559265136719  |
|        NUZFBZRITSUKTP_to_MFRMAQFRVTUENW         |   O=CCC1OO1   |          O=CCOC=O           |  52.9737548828125  |
|        NUZFBZRITSUKTP_to_NCCRMMIIRYTOBF         |   O=CCC1OO1   |          C=COOC=O           | 55.72190475463867  |
|        NUZFBZRITSUKTP_to_SEWVJHXWGVGQLV         |   O=CCC1OO1   |       O=C[C@@H]1COO1        |   72.81591796875   |
|        NUZFBZRITSUKTP_to_SAFQYXYVTVQFLR         |   O=CCC1OO1   |         O=C/C=C/OO          |  49.8339729309082  |
|        NUZFBZRITSUKTP_to_PNZFDEOSSAGNTC         |   O=CCC1OO1   |       C1C2OOO[C@@H]12       | 103.89749145507812 |
|        NUZFBZRITSUKTP_to_NGTHLWHNLJEPPD         |   O=CCC1OO1   |       C1C2OO[C@@H]1O2       | 77.29714965820312  |
|        NUZFBZRITSUKTP_to_KLARBAOWTNKAMX         |   O=CCC1OO1   |       O=C1C[C@@H]1OO        | 64.58448791503906  |
|        NUZFBZRITSUKTP_to_PHILMFQVUWCHOQ         |   O=CCC1OO1   |          O=C1CCOO1          | 46.51653289794922  |
| NUZFBZRITSUKTP_to_DRACBBLWNRFTPS-WSFSSNUMVMOOMR |   O=CCC1OO1   |         C=C1OO1.C=O         |  70.4240493774414  |
|        NUZFBZRITSUKTP_to_ZFQINGUEHXEYMH         |   O=CCC1OO1   |         CC1(C=O)OO1         | 95.93573760986328  |
| NUZFBZRITSUKTP_to_MPKCFOSWXJNNTJ-UFHFLCQGNIYNRP |   O=CCC1OO1   |      O=CC=C1OO1.[H][H]      | 104.71011352539062 |
|        NUZFBZRITSUKTP_to_VOKQKPQDHWIVGH         |   O=CCC1OO1   |         OC1CC12OO2          | 95.86283874511719  |
|        NUZFBZRITSUKTP_to_ARCNIFKJKCNTNO         |   O=CCC1OO1   |        C1CC2(O1)OO2         | 113.77025604248047 |
| NUZFBZRITSUKTP_to_PMSQJWHNVKCDJF-UFHFLCQGNIYNRP |   O=CCC1OO1   |     O=C1CC12OO2.[H][H]      | 104.25511169433594 |
|        NUZFBZRITSUKTP_to_OAKURXIZZOAYBC         |   O=CCC1OO1   |         O=CCC(=O)O          |  40.4404182434082  |
|        NUZFBZRITSUKTP_to_CGPGEDSPKFBZMV         |   O=CCC1OO1   |       O=CO[C@@H]1CO1        | 65.38043975830078  |
|        NUZFBZRITSUKTP_to_DENSUXAYAWJULC         |   O=CCC1OO1   |         O/C=C/C1OO1         | 60.984004974365234 |
| NUZFBZRITSUKTP_to_OAIVPENFRKZMAK-UFHFLCQGNIYNRP |   O=CCC1OO1   |      O=C=CC1OO1.[H][H]      | 72.37429809570312  |
|        NUZFBZRITSUKTP_to_URQJYCMMYPTYSF         |   O=CCC1OO1   |     O=C[C@@H]1O[C@@H]1O     | 49.269805908203125 |
|        NUZFBZRITSUKTP_to_VZNKYYYANZLXLS         |   O=CCC1OO1   |      O=C1C[C@@H](O)O1       | 49.65114212036133  |
|        IAYPIBMASNFSPL_to_IMROMDMJAWUWLK         |     C1CO1     |            C=CO             | 66.98604583740234  |
|        IAYPIBMASNFSPL_to_IKHGUXGNUITLKF         |     C1CO1     |            CC=O             | 60.85765075683594  |
|        BDAGIHXWWSANSR_to_ASQQEOXYFGEFKQ         |     O=CO      |            C1OO1            | 117.99282836914062 |
| BDAGIHXWWSANSR_to_CURLTUGMZLYLDI-UFHFLCQGNIYNRP |     O=CO      |        O=C=O.[H][H]         | 66.53363037109375  |
|        UKQJDWBNQNAJHB_to_MQZTXKZTLDDYNK         |    O=COCCO    |           O=CCOCO           | 114.11914825439453 |
| UKQJDWBNQNAJHB_to_WGCNASOHLSPBMP-WSFSSNUMVMOOMR |    O=COCCO    |          C=O.O=CCO          |  86.1515884399414  |
|        UKQJDWBNQNAJHB_to_OCSVNKWAJGSUKI         |    O=COCCO    |          OCOC1CO1           | 90.99327087402344  |
|        UKQJDWBNQNAJHB_to_DNNLBMAZSCRRMG         |    O=COCCO    |          OCC1OCO1           | 91.61952209472656  |
| UKQJDWBNQNAJHB_to_HZSIFDFXFAXICF-OKKJLVBELUTLKV |    O=COCCO    |         CO.O=C1CO1          |  87.3699951171875  |
|        UKQJDWBNQNAJHB_to_GSJFXBNYJCXDGI         |    O=COCCO    |          COC(=O)CO          | 93.61199951171875  |
|        UKQJDWBNQNAJHB_to_VKWJMTLAAJULGF         |    O=COCCO    |           COCOC=O           | 135.7269744873047  |
| UKQJDWBNQNAJHB_to_TZIHFWKZFHZASV-WSFSSNUMVMOOMR |    O=COCCO    |          C=O.COC=O          | 91.86128997802734  |
| UKQJDWBNQNAJHB_to_SCKXCAADGDQQCS-VGGSQFUCUMXWEO |    O=COCCO    |          C=C.O=COO          | 124.95429992675781 |
| UKQJDWBNQNAJHB_to_BDAGIHXWWSANSR-IMROMDMJAWUWLK |    O=COCCO    |          C=CO.O=CO          |  69.3791732788086  |
|        UKQJDWBNQNAJHB_to_JRUKHAIVAGVYRP         |    O=COCCO    |        C[C@H](O)OC=O        | 93.50149536132812  |
|        UKQJDWBNQNAJHB_to_DTXLZANOYCDGFH         |    O=COCCO    |          OCCC1OO1           | 115.01587677001953 |
|        UKQJDWBNQNAJHB_to_ALRHLSYJTWAHJZ         |    O=COCCO    |          O=C(O)CCO          | 115.53718566894531 |
| UKQJDWBNQNAJHB_to_CURLTUGMZLYLDI-LFQSCWFLJHTTHZ |    O=COCCO    |          CCO.O=C=O          | 67.18519592285156  |
| UKQJDWBNQNAJHB_to_BDAGIHXWWSANSR-IAYPIBMASNFSPL |    O=COCCO    |         C1CO1.O=CO          | 74.11024475097656  |
|        UKQJDWBNQNAJHB_to_COYCHYMPNMUQTC         |    O=COCCO    |           CCOOC=O           | 120.57611083984375 |
| UKQJDWBNQNAJHB_to_GFJVXXWOPWLRNU-XLYOFNOQVPJJNP |    O=COCCO    |          C=COC=O.O          | 69.45478057861328  |
| UKQJDWBNQNAJHB_to_UFHFLCQGNIYNRP-UNOQYACVVFEUPE |    O=COCCO    |      O=CO/C=C\O.[H][H]      | 104.26778411865234 |
|        UKQJDWBNQNAJHB_to_MNQZXJOMYWMBOU         |    O=COCCO    |       O=C[C@@H](O)CO        | 104.49372863769531 |
|        UKQJDWBNQNAJHB_to_BDJBDLCUJNXGRX         |    O=COCCO    |        OC[C@@H]1OC1O        |  90.3783950805664  |
| UKQJDWBNQNAJHB_to_UFHFLCQGNIYNRP-UVFIISNPWKBTMO |    O=COCCO    |    O=C1O[C@H]1CO.[H][H]     |  92.4722671508789  |
| UKQJDWBNQNAJHB_to_CGPGEDSPKFBZMV-UFHFLCQGNIYNRP |    O=COCCO    |    O=CO[C@H]1CO1.[H][H]     |  84.4450454711914  |
|        UKQJDWBNQNAJHB_to_XSASRUDTFFBDDK         |    O=COCCO    |           O=CCCOO           | 128.17361450195312 |
|        UKQJDWBNQNAJHB_to_JQQGJTHDBODIPT         |    O=COCCO    |          OOC1CCO1           | 138.04624938964844 |
|        UKQJDWBNQNAJHB_to_VOZDABZCYIIVTM         |    O=COCCO    |          OC1OCCO1           | 79.28128814697266  |
| UKQJDWBNQNAJHB_to_VEZXCJBBBCKRPI-XLYOFNOQVPJJNP |    O=COCCO    |         O.O=C1CCO1          | 97.96595001220703  |
|        UKQJDWBNQNAJHB_to_CQDGTJPVBWZJAZ         |    O=COCCO    |          CCOC(=O)O          | 96.83157348632812  |
| UKQJDWBNQNAJHB_to_DOAMZWOPDPPKJS-WSFSSNUMVMOOMR |    O=COCCO    |       C=O.O[C@H]1CO1        |  80.3751449584961  |
|        UKQJDWBNQNAJHB_to_SUCKNXAQIMPMOC         |    O=COCCO    |        OC1OC[C@H]1O         | 92.67219543457031  |
|        UKQJDWBNQNAJHB_to_TWGSXTJXQLNWNP         |    O=COCCO    |        O[C@@H]1COCO1        |    77.568359375    |
| UKQJDWBNQNAJHB_to_LGUPRTLHPKMGHK-UFHFLCQGNIYNRP |    O=COCCO    |    O=C1OC[C@H]1O.[H][H]     | 98.78067779541016  |
| UKQJDWBNQNAJHB_to_MFRMAQFRVTUENW-UFHFLCQGNIYNRP |    O=COCCO    |       O=CCOC=O.[H][H]       | 98.30052947998047  |
| UKQJDWBNQNAJHB_to_BVTJGGGYKAMDBN-WSFSSNUMVMOOMR |    O=COCCO    |         C1COO1.C=O          | 121.61001586914062 |
|        UKQJDWBNQNAJHB_to_FQERLIOIVXPZKH         |    O=COCCO    |          C1COOCO1           | 123.45660400390625 |
| UKQJDWBNQNAJHB_to_KMTRUDSVKNLOMY-UFHFLCQGNIYNRP |    O=COCCO    |      O=C1OCCO1.[H][H]       | 67.85875701904297  |
|        COYCHYMPNMUQTC_to_QWFOJYBHKFALKR         |    CCOOC=O    |           COOCC=O           | 109.02509307861328 |
| COYCHYMPNMUQTC_to_ASQQEOXYFGEFKQ-IKHGUXGNUITLKF |    CCOOC=O    |         C1OO1.CC=O          |   102.630859375    |
|        COYCHYMPNMUQTC_to_HREKQTFXSLSXGY         |    CCOOC=O    |          COC1COO1           | 109.6747817993164  |
|        COYCHYMPNMUQTC_to_IZHVFAKMAKGJLM         |    CCOOC=O    |          CC1OCOO1           |   106.2998046875   |
| COYCHYMPNMUQTC_to_MKQRDVRSSVPGEB-VNWKTOKETHGBQD |    CCOOC=O    |         C.O=C1COO1          | 103.52302551269531 |
|        COYCHYMPNMUQTC_to_GNVILSSSAMKPLR         |    CCOOC=O    |          COOC(C)=O          | 86.42198181152344  |
|        COYCHYMPNMUQTC_to_VKWJMTLAAJULGF         |    CCOOC=O    |           COCOC=O           | 66.06466674804688  |
| COYCHYMPNMUQTC_to_TZIHFWKZFHZASV-WSFSSNUMVMOOMR |    CCOOC=O    |          C=O.COC=O          | 72.64488220214844  |
| COYCHYMPNMUQTC_to_SCKXCAADGDQQCS-VGGSQFUCUMXWEO |    CCOOC=O    |          C=C.O=COO          | 61.691654205322266 |
| COYCHYMPNMUQTC_to_MYMOFIZGZYHOMD-NBBJYMSMWIIQGU |    CCOOC=O    |          CCC=O.O=O          | 97.70854949951172  |
|        COYCHYMPNMUQTC_to_AQKWQHQQWFSEQR         |    CCOOC=O    |          CCC1OOO1           | 93.11253356933594  |
|        COYCHYMPNMUQTC_to_JQTRCASVHDFDIY         |    CCOOC=O    |          CCOC1OO1           | 76.20856475830078  |
|        COYCHYMPNMUQTC_to_CZPZWMPYEINMCF         |    CCOOC=O    |          CCC(=O)OO          | 84.24923706054688  |
| COYCHYMPNMUQTC_to_NPDDCAZCWJWIBW-OTMSDBZUPAUEDD |    CCOOC=O    |         CC.O=C1OO1          | 76.22892761230469  |
| COYCHYMPNMUQTC_to_NCCRMMIIRYTOBF-UFHFLCQGNIYNRP |    CCOOC=O    |       C=COOC=O.[H][H]       | 120.45050048828125 |
|        COYCHYMPNMUQTC_to_UTLVMFCPERHVKU         |    CCOOC=O    |       C[C@@H](C=O)OO        | 76.25166320800781  |
| COYCHYMPNMUQTC_to_NOZLREUTKGWBPY-WSFSSNUMVMOOMR |    CCOOC=O    |         C=O.CC1OO1          | 68.25800323486328  |
|        COYCHYMPNMUQTC_to_OYKWJRCDWIZWPU         |    CCOOC=O    |        C[C@@H]1OOC1O        | 87.81954193115234  |
| COYCHYMPNMUQTC_to_UFHFLCQGNIYNRP-ZKQWQNCFSDPOKV |    CCOOC=O    |    C[C@@H]1OOC1=O.[H][H]    | 86.43449401855469  |
|        COYCHYMPNMUQTC_to_JRUKHAIVAGVYRP         |    CCOOC=O    |       C[C@@H](O)OC=O        | 69.67190551757812  |
| COYCHYMPNMUQTC_to_BDAGIHXWWSANSR-IKHGUXGNUITLKF |    CCOOC=O    |          CC=O.O=CO          | 44.26900863647461  |
|        COYCHYMPNMUQTC_to_XSASRUDTFFBDDK         |    CCOOC=O    |           O=CCCOO           | 72.44010162353516  |
| COYCHYMPNMUQTC_to_BVTJGGGYKAMDBN-WSFSSNUMVMOOMR |    CCOOC=O    |         C1COO1.C=O          | 90.05972290039062  |
|        COYCHYMPNMUQTC_to_KYKDRUWGNWYQSD         |    CCOOC=O    |          OC1CCOO1           | 75.45121765136719  |
|        COYCHYMPNMUQTC_to_FQERLIOIVXPZKH         |    CCOOC=O    |          C1COOCO1           | 88.06098175048828  |
| COYCHYMPNMUQTC_to_PHILMFQVUWCHOQ-UFHFLCQGNIYNRP |    CCOOC=O    |      O=C1CCOO1.[H][H]       |  88.4377670288086  |
|        COYCHYMPNMUQTC_to_UKQJDWBNQNAJHB         |    CCOOC=O    |           O=COCCO           | 68.77692413330078  |
| COYCHYMPNMUQTC_to_BDAGIHXWWSANSR-IAYPIBMASNFSPL |    CCOOC=O    |         C1CO1.O=CO          |  60.0020637512207  |
| COYCHYMPNMUQTC_to_CURLTUGMZLYLDI-LFQSCWFLJHTTHZ |    CCOOC=O    |          CCO.O=C=O          |  49.1607551574707  |
|        COYCHYMPNMUQTC_to_CQDGTJPVBWZJAZ         |    CCOOC=O    |          CCOC(=O)O          |  59.971923828125   |
| MFKZDADVASPENT_to_HSFWRNGVRCDJHI-NEZWFWIACBUQMN |   O/C=C/COO   |          C#C.OCOO           | 101.33084106445312 |
|        MFKZDADVASPENT_to_ADWDSLXSJIQCLO         |   O/C=C/COO   |          C=C(O)COO          | 123.05252838134766 |
| MFKZDADVASPENT_to_MEUKEBNAABNAEX-QFXZANXYUCUTQH |   O/C=C/COO   |          C#CO.COO           | 115.65938568115234 |
| MFKZDADVASPENT_to_JMCRDEBJJPRTPV-WSFSSNUMVMOOMR |   O/C=C/COO   |         C=O.O/C=C/O         | 56.64020919799805  |
|        MFKZDADVASPENT_to_PHMDMSMEYYVXLZ         |   O/C=C/COO   |          O/C=C/OCO          | 61.56321334838867  |
| MFKZDADVASPENT_to_ASQQEOXYFGEFKQ-IMROMDMJAWUWLK |   O/C=C/COO   |         C1OO1.C=CO          | 57.60219955444336  |
|        MFKZDADVASPENT_to_VQVXRAZPVSGHCI         |   O/C=C/COO   |          COO/C=C/O          | 118.11209869384766 |
|        MFKZDADVASPENT_to_LZBZEBHQVXRLLN         |   O/C=C/COO   |           C=COCOO           | 101.17585754394531 |
|        MFKZDADVASPENT_to_YKZHDJKJFXCGCU         |   O/C=C/COO   |        OO[C@@H]1CC1O        | 71.47174835205078  |
|        MFKZDADVASPENT_to_CXMXXUXSRBBZSC         |   O/C=C/COO   |          C=CC(O)OO          | 43.169803619384766 |
| MFKZDADVASPENT_to_JSPLKZUTYZBBKA-OOXWYYGXTJLWHA |   O/C=C/COO   |         C1=CC1.OOO          | 130.1850128173828  |
|        MFKZDADVASPENT_to_LGAKZZVAQHLFSN         |   O/C=C/COO   |          OC/C=C\OO          | 84.75189208984375  |
| MFKZDADVASPENT_to_MHAJPDPJQMAIIY-POIHZHZUTZWYJR |   O/C=C/COO   |         OC1=CC1.OO          | 99.73216247558594  |
|        MFKZDADVASPENT_to_RCTBAXSXJSMBPW         |   O/C=C/COO   |         C/C=C(/O)OO         | 96.64068603515625  |
| MFKZDADVASPENT_to_MHAJPDPJQMAIIY-YQTVBZHHWNMNKX |   O/C=C/COO   |          C=C=CO.OO          | 68.36668395996094  |
|        MFKZDADVASPENT_to_BPEDXNYOTVMGJB         |   O/C=C/COO   |         C/C(=C/O)OO         | 100.71601867675781 |
| MFKZDADVASPENT_to_DOKHEARVIDLSFF-MYMOFIZGZYHOMD |   O/C=C/COO   |         C/C=C/O.O=O         | 91.76681518554688  |
| MFKZDADVASPENT_to_CRYATLIDHPPXDV-MHAJPDPJQMAIIY |   O/C=C/COO   |         C1=COC1.OO          | 74.22472381591797  |
|        MFKZDADVASPENT_to_RZHHIEKUXYUNNW         |   O/C=C/COO   |          C/C=C/OOO          | 111.29855346679688 |
|        MFKZDADVASPENT_to_LGAKZZVAQHLFSN         |   O/C=C/COO   |          OC/C=C/OO          | 76.39764404296875  |
| MFKZDADVASPENT_to_DHIGTZNAXKPHCQ-XLYOFNOQVPJJNP |   O/C=C/COO   |         O.OOC1C=C1          | 99.34971618652344  |
| MFKZDADVASPENT_to_CVSPQTXCYOWJOP-UFHFLCQGNIYNRP |   O/C=C/COO   |    OO[C@H]1C=C1O.[H][H]     |  112.197998046875  |
| MFKZDADVASPENT_to_UFHFLCQGNIYNRP-WEWAPBZNGSPYOY |   O/C=C/COO   |       OC=C=COO.[H][H]       | 111.56341552734375 |
| MFKZDADVASPENT_to_GMSHJLUJOABYOM-XLYOFNOQVPJJNP |   O/C=C/COO   |         O.O=C/C=C/O         | 53.58475112915039  |
|        MFKZDADVASPENT_to_DNEPOKDMYAKLLN         |   O/C=C/COO   |         O/C=C/C(O)O         | 66.20125579833984  |
| MFKZDADVASPENT_to_DENSUXAYAWJULC-UFHFLCQGNIYNRP |   O/C=C/COO   |     O/C=C/C1OO1.[H][H]      | 69.53958892822266  |
| MFKZDADVASPENT_to_UFHFLCQGNIYNRP-ZXEDRBJDQBSWAI |   O/C=C/COO   |    OO[C@H]1C=CO1.[H][H]     | 96.84779357910156  |
|        MFKZDADVASPENT_to_SUCKNXAQIMPMOC         |   O/C=C/COO   |        OC1OC[C@H]1O         | 55.512237548828125 |
|        MFKZDADVASPENT_to_YAFICCFLXARRNU         |   O/C=C/COO   |       OC(O)[C@H]1CO1        | 60.54396438598633  |
|        MFKZDADVASPENT_to_KYKDRUWGNWYQSD         |   O/C=C/COO   |          OC1CCOO1           | 50.69595718383789  |
|        MFKZDADVASPENT_to_BFPUSHWBRPMZFN         |   O/C=C/COO   |        OC[C@H]1COO1         | 58.553836822509766 |
|        MFKZDADVASPENT_to_XSASRUDTFFBDDK         |   O/C=C/COO   |           O=CCCOO           | 61.87248229980469  |
|        MFKZDADVASPENT_to_PLXVTJBBUQBDRQ         |   O/C=C/COO   |        OOC[C@@H]1CO1        | 81.39031219482422  |
| MFKZDADVASPENT_to_MLMWEBWZFDJRKJ-XLYOFNOQVPJJNP |   O/C=C/COO   |          C#CCOO.O           | 81.76583862304688  |
| MFKZDADVASPENT_to_XKTYXVDYIKIYJP-XLYOFNOQVPJJNP |   O/C=C/COO   |         C1=COOC1.O          |  64.798583984375   |
|        MFKZDADVASPENT_to_LQBLZPJRKONGBA         |   O/C=C/COO   |           C=CCOOO           | 98.00930786132812  |
| MFKZDADVASPENT_to_CROFJPFWWQDQOX-UFHFLCQGNIYNRP |   O/C=C/COO   |       OC#CCOO.[H][H]        | 105.13684844970703 |
| MFKZDADVASPENT_to_OJCCLOSTDYMGOA-XLYOFNOQVPJJNP |   O/C=C/COO   |         O.OC1=CCO1          | 65.54230499267578  |
|        MFKZDADVASPENT_to_HJKODFBJSPEFPW         |   O/C=C/COO   |          OCC=C(O)O          |  68.4215087890625  |
| MFKZDADVASPENT_to_GAJYHLUYMIZKMD-UFHFLCQGNIYNRP |   O/C=C/COO   |      OC1=CCOO1.[H][H]       | 78.65361785888672  |
| MFKZDADVASPENT_to_NTKXXOVKNHRVFH-UFHFLCQGNIYNRP |   O/C=C/COO   |       O=C=CCOO.[H][H]       | 89.88127136230469  |
| MFKZDADVASPENT_to_ABYVGHUNYVONCV-XLYOFNOQVPJJNP |   O/C=C/COO   |        O.O/C=C1/CO1         | 63.73347854614258  |
|        MFKZDADVASPENT_to_YTXCQYABGWUXFL         |   O/C=C/COO   |         O/C=C(\O)CO         | 69.96332550048828  |
| MFKZDADVASPENT_to_DUZSYYWLMISMCM-UFHFLCQGNIYNRP |   O/C=C/COO   |     O/C=C1/COO1.[H][H]      |  95.6799087524414  |
| MFKZDADVASPENT_to_UFHFLCQGNIYNRP-VSLDDSJTIWMSPL |   O/C=C/COO   |      C1=COOOC1.[H][H]       | 111.31295776367188 |
| NTKXXOVKNHRVFH_to_WSFSSNUMVMOOMR-WVKOKNQPFFEMSR |   O=C=CCOO    |         C=O.O=C=CO          | 56.96405792236328  |
|        NTKXXOVKNHRVFH_to_JCTHKUNMWCUDLH         |   O=C=CCOO    |          O=C=COCO           | 63.000465393066406 |
| NTKXXOVKNHRVFH_to_ASQQEOXYFGEFKQ-CCGKOQOJPYTBIH |   O=C=CCOO    |         C1OO1.C=C=O         | 63.68925476074219  |
|        NTKXXOVKNHRVFH_to_OAFRVESFETYZKN         |   O=C=CCOO    |          COOC=C=O           | 116.24603271484375 |
|        NTKXXOVKNHRVFH_to_KUDUADQPAQKPEH         |   O=C=CCOO    |           C#COCOO           |   92.50439453125   |
|        NTKXXOVKNHRVFH_to_AZIQALWHRUQPHV         |   O=C=CCOO    |         C=CC(=O)OO          | 36.26624298095703  |
|        NTKXXOVKNHRVFH_to_KLARBAOWTNKAMX         |   O=C=CCOO    |        O=C1C[C@H]1OO        | 74.84302520751953  |
| NTKXXOVKNHRVFH_to_MHAJPDPJQMAIIY-TURAMGVWNUTQKH |   O=C=CCOO    |         C=C=C=O.OO          | 60.108489990234375 |
|        NTKXXOVKNHRVFH_to_BLCYQHVXVAUROS         |   O=C=CCOO    |         CC(=C=O)OO          |   91.33154296875   |
| NTKXXOVKNHRVFH_to_MYMOFIZGZYHOMD-UYLUJGRCKKSWHS |   O=C=CCOO    |         CC=C=O.O=O          | 92.65298461914062  |
|        NTKXXOVKNHRVFH_to_KYVGFKWPEQJPNX         |   O=C=CCOO    |          OOOC1=CC1          | 109.78668212890625 |
|        NTKXXOVKNHRVFH_to_STDNQZPMIRKDCV         |   O=C=CCOO    |          OOC1=CCO1          | 68.34307861328125  |
|        NTKXXOVKNHRVFH_to_SAFQYXYVTVQFLR         |   O=C=CCOO    |         O=C/C=C/OO          | 48.796226501464844 |
| NTKXXOVKNHRVFH_to_BKPYNUMZCRWPTG-UFHFLCQGNIYNRP |   O=C=CCOO    |      O=C=C=COO.[H][H]       | 101.62503814697266 |
| NTKXXOVKNHRVFH_to_BJZRPPPHLTTXMO-XLYOFNOQVPJJNP |   O=C=CCOO    |         O.O=C=CC=O          | 54.51274871826172  |
|        NTKXXOVKNHRVFH_to_GPKMMINCBXDDSX         |   O=C=CCOO    |         O=C=CC(O)O          |   67.11474609375   |
| NTKXXOVKNHRVFH_to_OAIVPENFRKZMAK-UFHFLCQGNIYNRP |   O=C=CCOO    |      O=C=CC1OO1.[H][H]      | 68.06681823730469  |
|        NTKXXOVKNHRVFH_to_CVSPQTXCYOWJOP         |   O=C=CCOO    |        OO[C@H]1C=C1O        | 100.08503723144531 |
|        NTKXXOVKNHRVFH_to_ZXEDRBJDQBSWAI         |   O=C=CCOO    |        OO[C@H]1C=CO1        |  79.3835220336914  |
|        NTKXXOVKNHRVFH_to_OTGHWLKHGCENJV         |   O=C=CCOO    |       O=C(O)[C@H]1CO1       | 43.690006256103516 |
|        NTKXXOVKNHRVFH_to_LGUPRTLHPKMGHK         |   O=C=CCOO    |        O=C1OC[C@H]1O        | 42.53960037231445  |
|        NTKXXOVKNHRVFH_to_SEWVJHXWGVGQLV         |   O=C=CCOO    |        O=C[C@H]1COO1        | 56.20016098022461  |
|        NTKXXOVKNHRVFH_to_PHILMFQVUWCHOQ         |   O=C=CCOO    |          O=C1CCOO1          |  55.6633186340332  |
| NTKXXOVKNHRVFH_to_LYOPOBDGZQICSQ-XLYOFNOQVPJJNP |   O=C=CCOO    |         O.O=C=C1CO1         | 62.91360092163086  |
|        NTKXXOVKNHRVFH_to_IBEVALOAXGLDCB         |   O=C=CCOO    |         O=C=C(O)CO          | 73.32240295410156  |
| NTKXXOVKNHRVFH_to_HSVJKDLXVWVDAP-UFHFLCQGNIYNRP |   O=C=CCOO    |      O=C=C1COO1.[H][H]      | 93.42338562011719  |
|        NTKXXOVKNHRVFH_to_CROFJPFWWQDQOX         |   O=C=CCOO    |           OC#CCOO           | 85.33224487304688  |
|        NTKXXOVKNHRVFH_to_GAJYHLUYMIZKMD         |   O=C=CCOO    |          OC1=CCOO1          | 69.14076232910156  |
|        NTKXXOVKNHRVFH_to_VSLDDSJTIWMSPL         |   O=C=CCOO    |          C1=COOOC1          | 78.59677124023438  |
|        IWYRWIUNAVNFPE_to_ABADUMLIAZCWJD         | O=C[C@H]1CO1  |          C1=COCO1           | 45.514930725097656 |
|        IWYRWIUNAVNFPE_to_IUBDIJVSWDMJLO         | O=C[C@H]1CO1  |        C1O[C@H]2OC12        |  54.4234733581543  |
|        IWYRWIUNAVNFPE_to_MIFXURDBXVFMHR         | O=C[C@H]1CO1  |           COC=C=O           | 53.41313934326172  |
|        IWYRWIUNAVNFPE_to_ROADCYAOHVSOLQ         | O=C[C@H]1CO1  |          O=C1COC1           | 67.16802978515625  |
|        IWYRWIUNAVNFPE_to_GFJVXXWOPWLRNU         | O=C[C@H]1CO1  |           C=COC=O           | 62.80536651611328  |
|        IWYRWIUNAVNFPE_to_WSMYVTOQOOLQHP         | O=C[C@H]1CO1  |           O=CCC=O           | 60.07484817504883  |
|        IWYRWIUNAVNFPE_to_GMSHJLUJOABYOM         | O=C[C@H]1CO1  |          O=C/C=C/O          | 73.93489837646484  |
|        IWYRWIUNAVNFPE_to_XKTYXVDYIKIYJP         | O=C[C@H]1CO1  |          C1=COOC1           | 68.13168334960938  |
|        IWYRWIUNAVNFPE_to_MRPPZOFPHFPLIZ         | O=C[C@H]1CO1  |           O=C=CCO           | 62.90182876586914  |
|        IWYRWIUNAVNFPE_to_VEZXCJBBBCKRPI         | O=C[C@H]1CO1  |          O=C1CCO1           | 69.63932037353516  |
|        IWYRWIUNAVNFPE_to_QRFGDGZPNFSNCE         | O=C[C@H]1CO1  |          C=C(O)C=O          | 55.91328048706055  |
|        IWYRWIUNAVNFPE_to_AIJULSRZWUXGPQ         | O=C[C@H]1CO1  |          CC(=O)C=O          | 50.994651794433594 |
|        IWYRWIUNAVNFPE_to_ABYVGHUNYVONCV         | O=C[C@H]1CO1  |         O/C=C1/CO1          | 74.53939056396484  |
|        IWYRWIUNAVNFPE_to_NOSDJZPNVXHUIA         | O=C[C@H]1CO1  |          C1OC12CO2          |  66.7118911743164  |
| IWYRWIUNAVNFPE_to_LYOPOBDGZQICSQ-UFHFLCQGNIYNRP | O=C[C@H]1CO1  |      O=C=C1CO1.[H][H]       | 79.13015747070312  |
|        IWYRWIUNAVNFPE_to_UCZMEHHAPUYKNJ         | O=C[C@H]1CO1  |        C1C2OO[C@H]12        | 107.96392059326172 |
|        IWYRWIUNAVNFPE_to_FQAPTELXEUWBBK         | O=C[C@H]1CO1  |        O=C1C[C@H]1O         | 63.764156341552734 |
|        IWYRWIUNAVNFPE_to_YCHXNMPJFFEIJG         | O=C[C@H]1CO1  |        C[C@H]1OC1=O         | 67.99175262451172  |
|        IWYRWIUNAVNFPE_to_ILTZZOJNEGDSFG         | O=C[C@H]1CO1  |     OC1[C@H]2O[C@@H]12      | 85.59207153320312  |
