smiles
C[C@@H]1O[C@@]2(C)O[C@]12C
CNCCCN
C[C@@](N(N)C)(N=N)N
NO[C@@H](C=C)O
CC1=C([C@H](O1)N)N
C[C@](CC)(CC=N)N
OCC1C(=C)C1=C
Cc1noc(n1)C(N)(C)C
C/C(=C\C(=N)C#N)/O
OCCNNO
CC(=N)N[C@@H](C=C)N
CN[C@H](CC(C)C)N
C[C@@](C=O)(NC(=C)C)N
CC1=CN1[C@]1(C)C=C1
N=NC[C@@H](C(=N)N)N
C=C[C@@H]([C@@H](N=N)N)N
C[C@@H](C(=O)N)C(=C)CO
NCC(=N)CC(=N)CO
C[C@H](N=N)NC#C
O=C[C@H]1CC1(C)C
C[C@]1(CC1=C)C(=O)N
C/C(=C/N)/CC(=O)O
C[C@](C=C)(C=C=N)OC
CC(=O)C(=C)/N=N/N
CC1=NC(=N)[C@@]1(C)O
C[C@@](C(=O)O)(C#N)N
CC(=O)N=C=CO
C[C@@]1(OO)O[C@@H]1C
C[C@H](C=O)NNO
CN[C@@H](NO)N
N=CCCC(=O)C=N
CNCC(=C)NCC=C
C[C@@](C(=N)N)(CO)N
CC(=C)[C@H]1C(=O)C1=N
O=C1CN(C(=O)N1)N
C[C@H](C(=C)NN)C=N
C(C=N)C=C=O
N/N=N/C(=C(C)C)O
CC1=C([C@@]([C@H]1C)(N)O)O
C[C@@H]1[C@H](C)CN1O
OC(=C(N)N)C(=O)N
O=C=C([C@]1(N)CC1(C)C)O
C/C(=C\C(=O)[C@H](O)C)/O
C=NC(=N)CC#C
CCN(C(=O)O)O
C/N=C(/[C@@](C=C)(N)C)\C
NCC(=N)/C(=C(/N)\C)/O
O=CC(=N)CC(=C)N(C)C
CC1(C)N2[C@@]1(C2(N)N)O
C/N=N/N(C=C)N
C[C@]12C[C@H]1[C@@]1([C@H]2O1)N
NC1(N)O[C@@]2(N1C2)C
C/N=C/[C@@](O)(N)C
CN[C@@H](C=C=N)N
C[C@@H](N1NC1=O)N(C)C
CC(=O)/C=C(\C#C)/O
NC(=N)/C=N\C=C
N[C@H](C1CC1)C(=C)C
N[C@]12O[C@H]1N=N2
C/C=C/C(=C(\N)/C)/N
CN(CC=O)N
N/N=C(\NN(C)C)/N
C[C@@H](C[C@@H]([C@H](O)N)N)O
C[C@@](OO)(CC)N
CC[C@@H]([C@H](NN)O)C
CC(=O)O/N=N/O
NN1CC(OC1=O)(C)C
C/N=C/C/C(=N/C)/C
ON[C@@H]1N(C1(C)C)N
COC(=O)O[C@@H](O)C
CNC(=N)C(=N)C(=N)N
OCOC(=C)C=C
N=NO[C@@H]1OC1=N
C[C@]1(NC1=C)[C@H](N)C
COC(C(=O)O)(OC)O
C/C=C(\N=C(N)N)/C
CN1C[C@H]1NN
N[C@@H](C(=O)O)OC=C
N/C=C\CON=C
C[C@H](C(=O)C)CN
C[C@H](C(=O)N)C(=O)N=C
NC(=C)C(=N)C=N
N[C@@H](N=C)[C@@H]1C[C@H]1O
N/N=C(/N(C(=N)N)C)\N
C/C=C\C[C@@H]1ON1C
CN(C=O)O[C@H](O)C
C[C@@](CO)(CC(=N)N)O
C/N=C/C(=C)C#N
CC(=O)OC(C)(C)C
O=COC(C#C)C#C
N=C[C@@H](C(=C=N)O)N
O=C[C@@H]([C@]1(C)N=N1)C
NNC(=C)NN
CN/N=C(\C(=O)C)/O
C[C@@H]([C@]1(N)C=C1)O
C1=CN=C2[C@@H](N1)C2
O=C[C@@H](OCC(C)C)O
C#CN(C(OC)(C)C)C
CN1[C@H](N)C([C@H]1O)(C)C
O=CCC(=N)C=C
C=C[C@H](/C(=C/O)/O)C
CC/C(=N/C)/OO
C[C@](N(O)C)([C@H](C=C)N)O
C[C@]12[C@@H](N1C2=N)N
N[C@H]1CC=CC=N1
N/C=C(\N(C(=O)O)C)/C
N[C@@H]1O[C@]([C@@H]1N)(N)O
C[C@H]1O[C@@]2([C@@]1(C)C2)C
NN(C(=O)C=C)CO
CN(C(=N)OC(=O)N)C
C[C@](NN)(CC(=O)O)N
N[C@H](C(C)C)C=C=C
C[C@]1(C[C@@H]1O)C(=N)C
C[C@H](OC[C@@H]1CN1)O
CN[C@@H](CC(O)O)O
O=CC(=N)NC(=O)N
N/C(=C\N=C)/C#C
ON(C1CC1)O
OC(=C(C(=O)N)O)O
OC(=C)C(=N)C=N
CN[C@H](N[C@H](C=O)N)N
OOCCC(C)(C)C
CN(/N=C(\O)/C)O
CC(/C(=C(\C(=O)C)/C)/N)C
C[C@H](N(C=C)N)NC
N=C(C(O)O)[C@@H](N)C
CC(=C=C)OC(=O)O
CO[C@H](OC=C)O
COCC(=N)C(C)(C)C
CNC(=C)[C@@H](C(=O)C)C
CCC[C@@H](O)C
C/C=C(\[C@H](N)C)/O
C[C@@H](C(=O)O)C(=C=N)O
OO[C@]12C[C@@]3([C@H]1[C@H]23)C
OCC(=N)OC(=O)O
O/C(=C(/O)\N)/C(=N)O
NN1[C@@H](C)N2N1C2
N[C@@H](N=C)NO
C[C@@H](C(=O)C)OO
CCC[C@@]1(C)N[C@@H]1C
C/C(=C(\NC=N)/N)/N
CC(=O)N(CN=C)O
O=C1NC[C@@H]2[C@@]1(N)C2
COC(=C)CC(=O)N
CN(C(=O)O)/N=N/C
ON(C(=C(C)C)N)O
C=C/C(=C(/N=C)\N)/C
C[C@@H](N(OC)O)C=N
CC([C@@H]1OC1)C
OCC(N(C)C)(N)N
CC1=C[C@@](O1)(N)O
ON(C(=C=O)C)N(C)C
N#C/C(=C(\C(=O)C)/C)/C
OC(=C)CN(C(=N)N)C
O=C=C(C(=O)C)C
OC(=O)CCC(O)(O)N
CC[C@@H]([C@H](N=C)C)C
OO[C@H](C(=C)C)C=C
OC([C@@](C(=C)O)(O)N)O
C[C@@H]1NOC(=N1)C
C[C@@H](CC(=O)C=C)O
C[C@H](C(=N)C(=O)O)C=C
C[C@H](/C(=C\N)/O)OC
O=NN/C(=N/N)/N
C=NNC=C=N
C[C@H](NN(O)C)N
CO[C@H](N(C)C)O
N=C/C(=C(\N=N)/O)/O
N#C[C@@H](C(=C=O)C)N
CCC(=C)C(=O)N(O)C
CCN([C@](N(C)C)(O)N)N
CO[C@@H](C[C@@H](OO)C)O
NN1C[C@H]1[C@H]1CC1=C
CCNNNC#N
CN[C@H]([C@@H](NN)C)N
C=CN(C(=O)C(=C)C)O
O/C=C(/C(=C)C(=O)N)\N
N[C@H]([C@@H](O)C)[C@H](N)C
N/N=C(/C(CN)(C)C)\N
ON/N=N\C(C)C
O/C=C(\C(=N)N=C)/N
C=CCC(=C)C
CNN([C@H](O)C)O
O/N=C\C(=O)C=C
NN[C@@H](C1(C)CC1)O
C/C=C(/C(=O)C)\O
NN(N=C)C=C=O
O[C@@H]1COC(=O)N1
C/C(=C(\OC=C)/N)/N
NC(=C)N(CC=N)O
C[C@](C(=O)C#N)(O)N
NN[C@@](C(=N)N)(N)C
O/N=C(/[C@]1(O)C=N1)\N
COC(=N)N=C(C)C
COC(=C)[C@H](C#N)O
C[C@@]12CO[C@@H]1C2(C)C
O=C[C@@H](CC(O)(O)C)O
C/C=N/C(=C(/N)\C)/N
NNNN(C(C)C)C
N=C/C=C(\C(O)O)/O
N[C@@]12CN1[C@H]1[C@]2(N)N1
CC[C@H]1[C@@H]2[C@]1(C2=N)C
ON1[C@]2(C)C[C@]1(N2O)C
CC1(C)NC=NC1
C/C=C\C(=O)CN
NOCC(=C)C(=O)O
C/C=C\C(C=C)(N)N
O=C=NC(=C(O)O)N
CC1=N[C@@H]1C(=C)N
OC[C@@H]([C@@](C(O)O)(O)C)O
CN(N=N)COC
C=C/C(=C(\C#N)/C)/C
C[C@@H]1ON(O[C@@H]1C)O
NN(C(=O)C)C(=C)C
N/C=C/[C@H](C=N)N
CN[C@@](C(N)N)(O)N
OCC(=C)C=C(C)C
N/C=C/C(=N)C(O)O
N=C1CN=CCC1=N
NN(C(=O)C)N1CC1
C[C@H](C(=O)C#N)OC
O=C/C(=C(/N(C)C)\C)/C
C[C@@H]([C@@H](/C=C\O)N)N
ON[C@@H](C(=C)NC)C
C/C=C(/C(=N/N)/C)\N
C=C1C2N[C@]2(C)N1N
N=N[C@H](N(C=N)C)C
COC1=C(C1)CN
C=C[C@@H](O[C@@H](C=O)C)O
C/N=C\C(=C(N)N)O
C/C=N\C(=O)N(O)N
C[C@@H](CC(=O)O)N
CNC(=N)/C(=N/N)/O
C/C=C(/N(O)C)\O
CCNCC=O
CC/N=C/C(=N)C
OON(CC(=C)O)C
CC(C([C@@H]1C[C@@H]1O)(C)C)C
CO/N=C\C(O)O
ON(C=C)CO
C[C@@H]1CC[C@@H](N=N1)N
NCC(=C)C=C(C)C
CC[C@H]([C@@H](C(O)O)O)C
CC(=O)O/N=N\C(=O)O
C/C=C/N=C/O
NC[C@@H](OC1CC1)C
NO[C@H](CC(C)C)C
CNC(=C)/C(=N/N)/C
C=NC/C=N\O
C[C@@H](C(=N)C=N)N
CC(=N)[C@]1(N)OC1(C)C
C[C@]([C@@H](O)N)(C=O)O
CC([C@@H]([C@H](C(=O)N)O)O)C
C/N=C\N[C@H](N)C
N=C[C@H]([C@@H](C=N)C)C
O=C=C[C@@](C(C)(C)C)(O)N
NCC(C=C)(O)O
C=C[C@@H]([C@H](C(C)(C)C)O)C
N=CC(=N)C(C)C
C/C(=N/C(=C)O)/O
O/N=C\C(=C)C(O)O
CC(=O)CN(C(=O)C)N
O=CNC(=N)C(C)C
NC(COC(=C)O)N
O=C[C@@H](C(=C=N)N)N
CN(C(=O)O)N=N
C[C@@]1(N)ON=C1
Oc1ncc(c(=O)[nH]1)C
ON(C(C(=O)O)(C)C)O
O=C[C@@H](C(=O)N)N
C[C@@]1(CN)OC1=N
N/C(=C\N=N)/C(=O)O
C[C@@H](C(C)(C)C)N=C
CC(=C)/N=C(\[C@@H](O)N)/O
C[C@H](C(=O)CO)C#C
OC/C(=C(\C#N)/N)/C
C[C@@H](C(=O)C)CC=N
ON(C(=N)O)CC=O
NN(C(=N)N=C)C=O
N=C/C=N\C(C)(C)C
C/C=C\[C@@](C#C)(O)N
N/C=C(/[C@H](O)N)\C
CN(N=O)/C=C/N
CN[C@@]1(C)[C@@H](N1N)C
NC(=N)COC=C
C[C@@H]1N2[C@@]1([C@H]2N)N
N=C=C[C@H]1OC1=O
C[C@H](C(=O)O)C(=O)C
C[C@H](C(=C)C)[C@H](O)N
C/C(=C\C)/[C@]1(N)C[C@@H]1O
CN1C=C([C@H]1C)C
CC(=C(C(=O)C(=O)N)C)C
C[C@@H](C(=C)C(O)(O)C)O
N[C@H](C=C)CN
C[C@@H](/N=C/C)ON
O[C@@H](N(C)C)C=C=N
OC(=O)[C@H]1CN1
C/C(=N\N)/[C@@H]1C=C1C
CC(=C=C)C/N=C/C
C[C@H]1NO[C@@H]1N
COC(=O)C/N=C\N
N[C@@]12C[C@@H]1N2O
C[C@@H](C(=N)NN=C)N
C[C@]1(O)N=COC1(C)C
NCC(=C)CO
OOCN=C=C
N=CN(C(=N)C=C)N
O=C1N[C@H]1[C@]1(N)C=C1O
N/N=C(/C(=O)C=C)\N
NC(=C)N1N2[C@@]1([C@@H]2C)N
OC1=NC=NC(=N)C1
C[C@@]1(NOC)N=C1N
C[C@]1(O)O[C@]1(O)C=C
C[C@@H](OC(=O)O)N
CO[C@@H](C(=C=C)C)C
CC(O[C@@](O)(N)C)(C)C
Cc1n[nH]c(c1N)O
CC(NCNC(=C)N)C
CN([C@@H]1N[C@H]2[C@@H]1N2)C
CN1CC(=C)[C@H]([C@H]1O)N
CO/C(=C(\CN)/O)/C
C[C@H](C(=C)N(N)C)C#N
C[C@H](COC=N)N
CC(=N)O[C@@]1(C)N[C@@H]1C
CN1N=NC(=C)C1=N
C[C@H]1[C@@H](C1(N)N)O
CON(N(C)C)O
NC(=O)[C@H]1C[C@H]1N=C=C
CN(CCC(=O)O)O
C/C(=N/N)/C(=C)O
C1O[C@@H]1C(=O)C=O
C[C@H]1C[C@@H]1C(N)(N)C
CC/N=C\C(=C)N
CC(=O)/C(=C\NO)/N
C/C(=C\[C@@H]1NO1)/O
C[C@H](N([C@H](O)C)N)O
ONCN(C)C
O[C@@]12C[C@]2(O[C@]1(C)N)C
O=N[C@@H](C(C(=O)C)(C)C)C
CN([C@@H](C=N)O)NC
C=C/N=C(/C(C)C)\O
C[C@@H]([C@@H](C(O)O)O)N
O[C@@H]1OC(N1C)(O)O
CC(C(C1(C)CC1)(O)O)C
N[C@@H]1CC(=O)C1(C)C
C=N/C(=C(\[C@H](O)C)/C)/N
CCNC(=N)C(=O)N
CCN(C(N(C)C)(N)N)N
C[C@]1(C[C@@H]1CO)N=C=N
CC(/C=C(\O)/N)C
C[C@@H](C[C@@]([C@H](N)C)(O)C)O
CC(N(C)C)N(C)C
O/C=C(\O/C(=C/O)/C)/C
COCNCC=O
NN(N=C)/C=C\O
OC/C(=C(/C(=C)N)\N)/N
OC(=C)N(C(=N)C)C
O=C=NCC(=O)C=O
C[C@]1(NN1C)N=N
C=CC(=O)/C(=C(/N)\C)/N
CC(=N)N(C(=O)N)O
CNNN(C(=O)N)NN
CN[C@@H]([C@@]1(N)N=C1C)C
C[C@@](C(N)(N)C)(O)N
CC[C@@H](C(O)O)N
C[C@@H](/C(=N\C#N)/N)O
CN(C(=N)N=C)CC
CC[C@@H](C(=C)O)C(=C)C
C#C[C@H](N(C#N)C)C
OC/C(=C(/C(=C)C)\N)/C
C[C@H]1CC=NC1=O
CO[C@@H](N=O)O
C[C@H]([C@@H]1CO1)ON
C[C@H](CN=C=O)N
OC1=N[C@H]2N1O2
C=C[C@H]([C@@H](C=N)N)O
CO[C@@]1(O)O[C@@H]1C#N
C[C@@](C(=O)O)(NCC)O
CN=C/C=C\N
O=C1NC[C@@H]2C1=C2
COCC(=O)C=O
CCN(C(=O)CO)O
C[C@@](N(O)C)(C=C)O
CCC(C#N)(CC)O
C=C[C@H]([C@H](C(C)C)O)O
CC[C@](O[C@@H](N)C)(O)C
C[C@]12CC=C[C@@H]2N1
C[C@H]([C@@]1(O)CO1)O
O=NC(N)(C)C
CC/C(=C/[C@](O)(N)C)/N
ONC(N=C=C)(N)N
C[C@]1(C[C@]1(C)O)N=C
N[C@@H]1[C@@H](O)[C@H]2N[C@]12N
C[C@@]1(OC=O)O[C@H]1C
O=C[C@H](OC(=O)C)O
C/N=C/[C@@H]1NO1
O=CCOC(O)(N)N
N/C(=C\NC(=O)O)/O
C[C@@H](NC(O)(O)O)O
C/C=C/O/C=N\N
CC(=C)[C@@H](O)C
CONN=C(N)N
C/C=C(/NNN)\N
C[C@@]1(N(C1=N)O)C(=C)N
C/N=C\C(=C(/N)\C)\N
CN(C(=O)CO)C=O
ON[C@@H](N(C)C)C
OC(=C)C(=O)C=N
C[C@H](C(=N)OC)C#N
CN(N=C)[C@H](N)C
O=C[C@@H](N(C(=O)C)C)C
CC(=C)[C@@H](CNN)O
ONNCC(=C)C=N
N=N/C=C/1\OC1=N
N[C@H]1CC(C[C@H]1C)(C)C
N/N=C\C=C=C
N/C(=C/C#N)/C(=N)N
CC(=O)C(O)(N)N
N/C=N\CC(N)(C)C
N[C@]12CN(C1)O2
C[C@H]([C@@H]1O[C@@]1(C)N)N
N[C@@H]1C(=O)NC1(C)C
C/N=C(\C(=C\O)\O)/C
OCC(=C)N(N(C)C)C
CC(=C)CC#N
Cc1c(C)n(n1O)N
C[C@@H]([C@@H](C(=O)O)O)N
N/C(=N\C=C)/C(=O)N
CC(C)[C@@]1(C)OC1N
N[C@@]1(OC1=N)/C(=N/O)/O
C#CC1(O)CC1
OC[C@@H]([C@](CO)(N)C)O
Nc1ccc(cn1)O
C=C1NNC[C@@H]1O
CN([C@]1(C)C[C@@H]1C)C
NC(C(C(=O)O)(N)N)N
OC(=C)C(=C)C
C=C/N=N\C(=O)O
CNCC(=C)CC
C[C@@]([C@@]1(N)OC1=O)(O)N
CC1=C([C@](O1)(N)O)O
C[C@H]([C@@H]([C@H]1C[C@@H]1C)C)N
O=C[C@H]([C@](C#C)(O)C)C
CC([C@@H]1[C@]2([C@@]1(N2)C)C)C
C/C=C\[C@H](N(C)C)N
CC[C@@H]([C@@H](C(=N)C)O)O
C/C(=N/C=N)/C(=O)C
N[C@H]1C(=C(N1O)C)C
CC(=C=C)N(N)C
CC(C(=N)CC(=O)O)C
OC[C@@H](N[C@@H](O)C)O
CC(CNN=N)C
CCOC(=C)C(=O)C
C[C@H]1COC(=C(O1)C)N
C[C@@]12NN1N=C2N
O/C=C(\C(=C(\N)/C)\C)/C
O[C@]12ON3[C@H]1N23
OOC(=O)C=C(C)C
C[C@@H](C(=O)C)/C=N\O
OCC(OC=N)(C)C
NN1N[C@@H]1C#N
CN1C(=N)C1(N)N
CC1=N[C@]1(C)[C@@](O)(N)C
C=C[C@@]1(C)[C@H](C1=C)O
C[C@H](C(=C)C)NO
O/C=C(/C(=N)C(C)C)\C
N=C=CC(C#C)(C)C
C[C@@]([C@H](NC)N)(CO)O
C#C[C@H](C#N)N
C[C@H](CN[C@@H](C=C)N)O
C[C@](C(=N)N)(N=O)N
CCN(C(=C(C)C)C)C
OC(=O)N(O)O
N=COC(=N)C(=N)C
N/N=C/C(=C\N)/O
NC[C@H]([C@@H](OC)C)C
OCC(=N)N(N(C)C)C
N/C(=C\C(=N)C)/O
CN/C(=C(\C(=O)C)/N)/N
NN1C[C@H](NC1=O)O
CO[C@H](/C(=N\C)/N)C
N[C@]1(CCC(=C1)O)NN
N#CC(C(=O)N)(C)C
NN/C(=C(/C#C)\N)/C
NNC(=O)C(=O)C=C
CCNC(NO)(C)C
C/N=C(\C(=O)C)/O
N/N=C(\C(O)(C)C)/O
CC(=N)OCNN
O=NOOC(C)(C)C
CC(=N)NC(=N)C(C)C
OCC([C@@H]([C@H](O)C)O)(O)O
C/C(=N\C(=C)C=C)/N
CCC/C(=C\C)/O
N[C@H]1[C@@H](N)[C@@]2(N1C2)N
CCOC(C=N)(C)C
C=NC(=C)C(=C)C
ONC[C@@H](C(C)C)C
C[C@@](C=N)(CCO)N
N=C1OOC1(N)N
N[C@@H](/N=C/N)NO
N/C=C\N[C@H](CN)O
NN(CC(=C)C=C)O
Cn1c(O)n[nH]1
C/N=C(/[C@@H](C(=N)C)C)\O
C=C[C@@H](N(N=C)O)C
CO[C@H](N[C@H](O)C)C
C[C@H]([C@@H](C(=C=N)O)N)N
CON(N(C=O)C)C
CC(=C)N[C@](C(=O)N)(N)C
O=CNNC(=O)C(=O)N
CC(=N)CC(=O)[C@@H](N)C
CC(=N)O[C@@](C=C)(O)N
OC(=C=N)[C@H]1C=N1
CC[C@]1(CN)OC1=C
C[C@](C=C)(NC(=O)C)N
C/C=C\[C@H]1CN1
N/C=C(/C(=O)O)\O
C[C@H]1N2[C@@]1([C@]2(C)O)O
NC(=O)C[C@@H](C(=C)O)C
NC[C@@H](C(C(C)C)(C)C)C
O=CC(O)(O)O
CCCC1=CN1C(=O)C
C[C@@H](C(=O)CO)NN
N[C@]12N[C@@]2(N=C1O)N
CN(C[C@@H](C(=N)C)N)N
CN(C(=O)CC(=O)N)C
C=N[C@H](NC(=C)C)N
C[C@@H](C#N)C=O
CCC(N(N(C)C)N)(C)C
CO[C@@H]([C@H](O)N)O
OC[C@@H](C(O)(N)N)C
C[C@@H]([C@H](N(O)N)C)O
OCN([C@@H]([C@H](O)C)C)C
C[C@@H]1C(C)(C)N[C@@]1(C)O
C/C(=C\C(=N)C=O)/N
ON(N=C=C)O
C[C@H]([C@@H](CC=C)N)O
CC[C@@H](NC)C
C=N/C(=C(/N=O)\C)/N
OC(/N=C/N(C)C)O
N=C[C@@H](/C(=C\C)/C)N
C[C@](C(=O)O)(CC#N)N
O=C1N([C@@]1(N)O)N
OCC(OO)(C)C
C[C@]1(C=C=N)N=C1C
CNC(=C)[C@H](NC)C
Oc1cn2n1O2
CC(=O)N(O)N
NN/C(=C(/C=N)\N)/C
NC(=O)N1N=C1O
C[C@H]1O[C@H]1[C@](C)(O)C#N
C[C@H]1ONC=C1
C/C=C(\C(=C)[C@H](O)C)/O
NO[C@@H](CC(C)(C)C)O
C[C@H](/C(=C/C)/O)N=O
