C=O,O,O/C=C(/O)CO,O/C=C(/O)[C@@H](O)[C@H](O)[C@@H](O)CO,O/C=C(\O)[C@@H](O)[C@@H](O)[C@@H](O)CO,O/C=C\O,O=C(CO)CO,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO,O=C/C(O)=C/[C@@H](O)[C@@H](O)CO,O=C/C(O)=C\[C@H](O)[C@H](O)CO,O=CCO,O=C[C@@H](O)CO,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,O=C[C@H](O)CO,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H]1C=C(O)[C@H](O)O1,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,Oc1ccoc1,[H],[H][H]
0.0,0.00406219879156807,0.004062198791568071,0.0,0.0,0.0,0.0,4.791445278789113e-28,0.0,0.0,0.0,0.0,0.004062198791568072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
