C=O,O,O/C=C(/O)CO,O/C=C(/O)[C@@H](O)[C@H](O)[C@@H](O)CO,O/C=C(\O)[C@@H](O)[C@@H](O)[C@@H](O)CO,O/C=C\O,O=C(CO)CO,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO,O=C/C(O)=C/[C@@H](O)[C@@H](O)CO,O=C/C(O)=C\[C@H](O)[C@H](O)CO,O=CCO,O=C[C@@H](O)CO,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,O=C[C@H](O)CO,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H]1C=C(O)[C@H](O)O1,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,Oc1ccoc1,[H],[H][H]
0.0,0.33333333333333326,0.3333333333333333,0.0,0.0,0.0,0.0,3.9317337929848425e-26,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
